Status,Position/Ticket,Symbol,Type,Volume,Open Price,Close Price,Pips,Duration (s),Swap,Commission,Profit,Net P/L,Magic,Comment,Open Time,Close Time
Closed,57296618,GBPUSD,SELL,0.01,1.33852,1.343,-44.800000000000395,84814,0,-0.06,-4.48,-4.54,110711,MPRFP[tp],2026.03.10 05:45:01,2026.03.11 05:18:35
Closed,57311810,GBPUSD,SELL,0.01,1.34743,1.34295,44.79999999999818,38914,0,-0.06,4.48,4.42,110711,MPRFP[tp],2026.03.10 18:30:01,2026.03.11 05:18:35
Closed,57298174,GBPUSD,SELL,0.01,1.34363,1.34295,6.800000000000139,82114,0,-0.06,0.68,0.62,110711,MPRFP[tp],2026.03.10 06:30:01,2026.03.11 05:18:35
Closed,57296050,GBPUSD,SELL,0.01,1.33953,1.33867,8.60000000000083,1541,0,-0.06,0.86,0.8,110711,MPRFP[tp],2026.03.10 05:15:00,2026.03.10 05:40:41
Closed,57265913,GBPUSD,BUY,0.01,1.33018,1.33097,7.900000000000684,6707,0,-0.06,0.79,0.73,110711,MPRFP[tp],2026.03.09 14:15:01,2026.03.09 16:06:48
Closed,57205067,GBPUSD,BUY,0.01,1.334,1.33408,0.7999999999985796,5065,0,-0.06,0.08,0.02,110711,MPRFP[tp],2026.03.06 04:45:01,2026.03.06 06:09:26
Closed,57206256,GBPUSD,BUY,0.01,1.33249,1.33407,15.800000000001369,1465,0,-0.06,1.58,1.52,110711,MPRFP[tp],2026.03.06 05:45:01,2026.03.06 06:09:26
Closed,57204278,GBPUSD,BUY,0.01,1.33297,1.33373,7.600000000000939,1436,0,-0.06,0.76,0.7,110711,MPRFP[tp],2026.03.06 04:15:01,2026.03.06 04:38:57
Closed,57125624,GBPUSD,BUY,0.01,1.3336,1.33439,7.900000000000684,734,0,-0.06,0.79,0.73,110711,MPRFP[tp],2026.03.04 04:15:01,2026.03.04 04:27:15
Closed,57125209,GBPUSD,BUY,0.01,1.33232,1.33315,8.300000000001084,362,0,-0.06,0.83,0.77,110711,MPRFP[tp],2026.03.04 04:00:01,2026.03.04 04:06:03
Closed,57113853,GBPUSD,BUY,0.01,1.33,1.33093,9.299999999998754,216,0,-0.06,0.93,0.87,110711,MPRFP[tp],2026.03.04 00:30:00,2026.03.04 00:33:36
Closed,57055250,GBPUSD,BUY,0.01,1.34123,1.34058,-6.499999999998174,7756,0,-0.06,-0.65,-0.71,110711,MPRFP[tp],2026.03.02 22:00:01,2026.03.03 00:09:17
Closed,57060450,GBPUSD,BUY,0.01,1.33823,1.34058,23.500000000000743,556,0,-0.06,2.35,2.29,110711,MPRFP[tp],2026.03.03 00:00:01,2026.03.03 00:09:17
Closed,57057411,GBPUSD,BUY,0.01,1.33971,1.34058,8.700000000001484,4156,0,-0.06,0.87,0.81,110711,MPRFP[tp],2026.03.02 23:00:01,2026.03.03 00:09:17
Closed,57054545,GBPUSD,BUY,0.01,1.34143,1.34223,8.00000000000134,168,0,-0.06,0.8,0.74,110711,MPRFP[tp],2026.03.02 21:45:00,2026.03.02 21:47:48
Closed,57053374,GBPUSD,BUY,0.01,1.34068,1.3415,8.199999999998209,2558,0,-0.06,0.82,0.76,110711,MPRFP[tp],2026.03.02 21:00:01,2026.03.02 21:42:39
Closed,57043176,GBPUSD,BUY,0.01,1.34009,1.34063,5.399999999999849,16199,0,-0.06,0.54,0.48,110711,MPRFP[tp],2026.03.02 16:15:02,2026.03.02 20:45:01
Closed,57041144,GBPUSD,BUY,0.01,1.34391,1.34063,-32.7999999999995,21601,0,-0.06,-3.28,-3.34,110711,MPRFP[tp],2026.03.02 14:45:00,2026.03.02 20:45:01
Closed,57048277,GBPUSD,BUY,0.01,1.33279,1.34063,78.40000000000069,8100,0,-0.06,7.84,7.78,110711,MPRFP[tp],2026.03.02 18:30:01,2026.03.02 20:45:01
Closed,57045311,GBPUSD,BUY,0.01,1.33637,1.34063,42.599999999999305,12600,0,-0.06,4.26,4.2,110711,MPRFP[tp],2026.03.02 17:15:01,2026.03.02 20:45:01
Closed,57042240,GBPUSD,BUY,0.01,1.34216,1.34063,-15.300000000000313,17999,0,-0.06,-1.53,-1.59,110711,MPRFP[tp],2026.03.02 15:45:02,2026.03.02 20:45:01
Closed,57044078,GBPUSD,BUY,0.01,1.33798,1.34063,26.500000000000412,14400,0,-0.06,2.65,2.59,110711,MPRFP[tp],2026.03.02 16:45:01,2026.03.02 20:45:01
Closed,57039933,GBPUSD,BUY,0.01,1.34543,1.34063,-47.999999999999154,26099,0,-0.06,-4.8,-4.86,110711,MPRFP[tp],2026.03.02 13:30:02,2026.03.02 20:45:01
Closed,57039600,GBPUSD,BUY,0.01,1.34456,1.34536,7.999999999999119,698,0,-0.06,0.8,0.74,110711,MPRFP[tp],2026.03.02 13:15:03,2026.03.02 13:26:41
Closed,57039222,GBPUSD,BUY,0.01,1.34453,1.34532,7.900000000000684,443,0,-0.06,0.79,0.73,110711,MPRFP[tp],2026.03.02 13:00:01,2026.03.02 13:07:24
Closed,57017537,GBPUSD,BUY,0.01,1.34727,1.34806,7.900000000000684,1616,0,-0.06,0.79,0.73,110711,MPRFP[tp],2026.02.28 05:00:01,2026.02.28 05:26:57
Closed,57016600,GBPUSD,BUY,0.01,1.34625,1.34708,8.300000000001084,957,0,-0.06,0.83,0.77,110711,MPRFP[tp],2026.02.28 04:15:01,2026.02.28 04:30:58
Closed,57012819,GBPUSD,BUY,0.01,1.34443,1.34519,7.600000000000939,320,0,-0.06,0.76,0.7,110711,MPRFP[tp],2026.02.28 02:00:01,2026.02.28 02:05:21
Closed,56985915,GBPUSD,BUY,0.01,1.34917,1.34999,8.20000000000043,27492,0,-0.06,0.82,0.76,110711,MPRFP[tp],2026.02.27 07:00:02,2026.02.27 14:38:14
Closed,56958508,GBPUSD,SELL,0.01,1.35578,1.355,7.800000000000029,7373,0,-0.06,0.78,0.72,110711,MPRFP[tp],2026.02.26 15:00:01,2026.02.26 17:02:54
Closed,56955036,GBPUSD,SELL,0.01,1.35665,1.35505,15.999999999998238,10890,0,-0.06,1.6,1.54,110711,MPRFP[tp],2026.02.26 11:15:02,2026.02.26 14:16:32
Closed,56948633,GBPUSD,SELL,0.01,1.35505,1.35505,0,29792,0,-0.06,0,-0.06,110711,MPRFP[tp],2026.02.26 06:00:00,2026.02.26 14:16:32
Closed,56910633,GBPUSD,SELL,0.01,1.35098,1.35016,8.20000000000043,4222,0,-0.06,0.82,0.76,110711,MPRFP[tp],2026.02.25 04:45:01,2026.02.25 05:55:23
Closed,56910299,GBPUSD,SELL,0.01,1.35177,1.35098,7.899999999998464,889,0,-0.06,0.79,0.73,110711,MPRFP[tp],2026.02.25 04:30:04,2026.02.25 04:44:53
Closed,56847609,GBPUSD,SELL,0.01,1.35126,1.35046,7.999999999999119,3119,0,-0.06,0.8,0.74,110711,MPRFP[tp],2026.02.23 19:30:04,2026.02.23 20:22:03
Closed,56846603,GBPUSD,SELL,0.01,1.35153,1.35071,8.199999999998209,1041,0,-0.06,0.82,0.76,110711,MPRFP[tp],2026.02.23 19:00:00,2026.02.23 19:17:21
Closed,56834103,GBPUSD,SELL,0.01,1.35216,1.35134,8.20000000000043,7367,0,-0.06,0.82,0.76,110711,MPRFP[tp],2026.02.23 11:15:00,2026.02.23 13:17:47
Closed,56775022,GBPUSD,BUY,0.01,1.3456,1.34822,26.200000000000667,75984,0,-0.06,2.62,2.56,110711,MPRFP[tp],2026.02.19 23:45:01,2026.02.20 20:51:25
Closed,56770514,GBPUSD,BUY,0.01,1.34741,1.34822,8.099999999999774,84084,0,-0.06,0.81,0.75,110711,MPRFP[tp],2026.02.19 21:30:01,2026.02.20 20:51:25
Closed,56763400,GBPUSD,BUY,0.01,1.35105,1.34822,-28.300000000001102,96685,0,-0.06,-2.83,-2.89,110711,MPRFP[tp],2026.02.19 18:00:00,2026.02.20 20:51:25
Closed,56768275,GBPUSD,BUY,0.01,1.34901,1.34822,-7.900000000000684,87684,0,-0.06,-0.79,-0.85,110711,MPRFP[tp],2026.02.19 20:30:01,2026.02.20 20:51:25
Closed,56793213,GBPUSD,BUY,0.01,1.34398,1.34821,42.29999999999956,30085,0,-0.06,4.23,4.17,110711,MPRFP[tp],2026.02.20 12:30:00,2026.02.20 20:51:25
Closed,56762163,GBPUSD,BUY,0.01,1.34993,1.3508,8.699999999999264,2925,0,-0.06,0.87,0.81,110711,MPRFP[tp],2026.02.19 17:00:00,2026.02.19 17:48:45
Closed,56754683,GBPUSD,BUY,0.01,1.34944,1.35021,7.699999999999374,23869,0,-0.06,0.77,0.71,110711,MPRFP[tp],2026.02.19 10:15:02,2026.02.19 16:52:51
Closed,56716054,GBPUSD,BUY,0.01,1.35596,1.35676,7.999999999999119,9536,0,-0.06,0.8,0.74,110711,MPRFP[tp],2026.02.18 05:00:01,2026.02.18 07:38:57
Closed,56708406,GBPUSD,BUY,0.01,1.35068,1.35609,54.09999999999915,11655,0,-0.06,5.41,5.35,110711,MPRFP[tp],2026.02.18 01:30:00,2026.02.18 04:44:15
Closed,56696180,GBPUSD,BUY,0.01,1.35991,1.35609,-38.19999999999935,28755,0,-0.06,-3.82,-3.88,110711,MPRFP[tp],2026.02.17 20:45:00,2026.02.18 04:44:15
Closed,56700933,GBPUSD,BUY,0.01,1.35441,1.35609,16.80000000000126,19755,0,-0.06,1.68,1.62,110711,MPRFP[tp],2026.02.17 23:15:00,2026.02.18 04:44:15
Closed,56699399,GBPUSD,BUY,0.01,1.35614,1.35608,-0.5999999999994898,22455,0,-0.06,-0.06,-0.12,110711,MPRFP[tp],2026.02.17 22:30:00,2026.02.18 04:44:15
Closed,56697928,GBPUSD,BUY,0.01,1.35775,1.35608,-16.700000000000603,25154,0,-0.06,-1.67,-1.73,110711,MPRFP[tp],2026.02.17 21:45:01,2026.02.18 04:44:15
Closed,56702390,GBPUSD,BUY,0.01,1.35273,1.35608,33.499999999999645,17954,0,-0.06,3.35,3.29,110711,MPRFP[tp],2026.02.17 23:45:01,2026.02.18 04:44:15
Closed,56695652,GBPUSD,BUY,0.01,1.35955,1.36037,8.20000000000043,537,0,-0.06,0.82,0.76,110711,MPRFP[tp],2026.02.17 20:30:00,2026.02.17 20:38:57
Closed,56694696,GBPUSD,BUY,0.01,1.3591,1.35992,8.20000000000043,1536,0,-0.06,0.82,0.76,110711,MPRFP[tp],2026.02.17 20:00:00,2026.02.17 20:25:36
Closed,56558043,GBPUSD,BUY,0.01,1.36374,1.36456,8.20000000000043,2430,0,-0.06,0.82,0.76,110711,MPRFP[tp],2026.02.12 18:30:00,2026.02.12 19:10:30
Closed,56550907,GBPUSD,BUY,0.01,1.36243,1.36401,15.799999999999148,12592,0,-0.06,1.58,1.52,110711,MPRFP[tp],2026.02.12 14:45:18,2026.02.12 18:15:10
Closed,56547280,GBPUSD,BUY,0.01,1.36398,1.36401,0.2999999999997449,21607,0,-0.06,0.03,-0.03,110711,MPRFP[tp],2026.02.12 12:15:03,2026.02.12 18:15:10
Closed,56541417,GBPUSD,BUY,0.01,1.36229,1.36309,7.999999999999119,5840,0,-0.06,0.8,0.74,110711,MPRFP[tp],2026.02.12 09:15:01,2026.02.12 10:52:21
Closed,56513979,GBPUSD,SELL,0.01,1.36787,1.36585,20.199999999999108,3603,0,-0.06,2.02,1.96,110711,MPRFP[tp],2026.02.11 22:30:00,2026.02.11 23:30:03
Closed,56425284,GBPUSD,SELL,0.01,1.36601,1.36677,-7.600000000000939,58995,0,-0.06,-0.76,-0.82,110711,MPRFP[tp],2026.02.10 01:15:00,2026.02.10 17:38:15
Closed,56427031,GBPUSD,SELL,0.01,1.36749,1.36677,7.200000000000539,57195,0,-0.06,0.72,0.66,110711,MPRFP[tp],2026.02.10 01:45:00,2026.02.10 17:38:15
Closed,56434553,GBPUSD,SELL,0.01,1.36923,1.36677,24.599999999999067,43695,0,-0.06,2.46,2.4,110711,MPRFP[tp],2026.02.10 05:30:00,2026.02.10 17:38:15
Closed,56406967,GBPUSD,SELL,0.01,1.36016,1.35967,4.900000000001015,7280,0,-0.06,0.49,0.43,110711,MPRFP[tp],2026.02.09 19:00:01,2026.02.09 21:01:21
Closed,56304158,GBPUSD,BUY,0.01,1.35593,1.35992,39.89999999999938,103604,0,-0.06,3.99,3.93,110711,MPRFP[tp],2026.02.05 19:45:01,2026.02.07 00:31:45
Closed,56322744,GBPUSD,BUY,0.01,1.35367,1.35992,62.50000000000089,82904,0,-0.06,6.25,6.19,110711,MPRFP[tp],2026.02.06 01:30:01,2026.02.07 00:31:45
Closed,56278946,GBPUSD,BUY,0.01,1.36611,1.35992,-61.89999999999918,152204,0,-0.06,-6.19,-6.25,110711,MPRFP[tp],2026.02.05 06:15:01,2026.02.07 00:31:45
Closed,56286399,GBPUSD,BUY,0.01,1.36456,1.35992,-46.39999999999978,133304,0,-0.06,-4.64,-4.7,110711,MPRFP[tp],2026.02.05 11:30:01,2026.02.07 00:31:45
Closed,56290160,GBPUSD,BUY,0.01,1.36212,1.35992,-21.999999999999797,127904,0,-0.06,-2.2,-2.26,110711,MPRFP[tp],2026.02.05 13:00:01,2026.02.07 00:31:45
Closed,56302575,GBPUSD,BUY,0.01,1.35796,1.35992,19.599999999999618,105404,0,-0.06,1.96,1.9,110711,MPRFP[tp],2026.02.05 19:15:01,2026.02.07 00:31:45
Closed,56342867,GBPUSD,BUY,0.01,1.35214,1.35992,77.8000000000012,52304,0,-0.06,7.78,7.72,110711,MPRFP[tp],2026.02.06 10:00:01,2026.02.07 00:31:45
Closed,56301076,GBPUSD,BUY,0.01,1.36027,1.35992,-3.5000000000007248,106304,0,-0.06,-0.35,-0.41,110711,MPRFP[tp],2026.02.05 19:00:01,2026.02.07 00:31:45
Closed,56320267,GBPUSD,BUY,0.01,1.35482,1.35475,-0.700000000000145,0,0,-0.06,-0.07,-0.13,110711,MPRFP[tp],2026.02.06 01:00:01,2026.02.06 01:00:01
Closed,56253789,GBPUSD,SELL,0.01,1.37219,1.37054,16.499999999999293,3056,0,-0.06,1.65,1.59,110711,MPRFP[tp],2026.02.04 22:45:01,2026.02.04 23:35:57
Closed,56250771,GBPUSD,SELL,0.01,1.3706,1.37054,0.5999999999994898,8456,0,-0.06,0.06,0,110711,MPRFP[tp],2026.02.04 21:15:01,2026.02.04 23:35:57
Closed,56236499,GBPUSD,SELL,0.01,1.37091,1.37108,-1.7000000000000348,19082,0,-0.06,-0.17,-0.23,110711,MPRFP[tp],2026.02.04 14:15:01,2026.02.04 19:33:03
